"","CNTY","PREC","PCTKEY","cntykey","SDLEA10","NAME","NAME2","DISTRICT_N","NCES_DISTR"
"5389","157","2050","1572050",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5390.1","157","2059","1572059",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5391.1","157","2051","1572051",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5392.1","157","2075","1572075",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5393.2","157","2081","1572081",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5651","157","2016","1572016",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7007.2","157","3004","1573004",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7008.1","157","2100","1572100",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7543.1","157","1118","1571118",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7544.3","157","1007","1571007",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7547.1","157","2061","1572061",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7548","157","1097","1571097",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7597.3","201","0131","2010131",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7859","157","1094","1571094",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7860","157","1109","1571109",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7886.1","157","4117","1574117",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7887","157","4071","1574071",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7888.1","157","4039","1574039",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7889","157","4079","1574079",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7956.1","157","1076","1571076",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7991","157","2151","1572151",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7993.2","157","3150","1573150",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"7995","157","4147","1574147",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8017.1","201","0646","2010646",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8018.1","201","0524","2010524",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8019.2","201","0600","2010600",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8103.1","201","0286","2010286",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8163.1","201","0488","2010488",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8217.1","201","0428","2010428",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8661.1","157","2099","1572099",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8693","157","4027","1574027",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"8806.2","201","0899","2010899",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1970","457","0003","4570003",229,"44580","Warren ISD","Warren","229904","4844580"
"2431.2","199","0012","1990012",100,"44580","Warren ISD","Warren","229904","4844580"
"2435.3","199","0011","1990011",100,"44580","Warren ISD","Warren","229904","4844580"
"2441.1","199","0008","1990008",100,"44580","Warren ISD","Warren","229904","4844580"
"2671.3","241","0015","2410015",121,"44580","Warren ISD","Warren","229904","4844580"
"2672.3","241","0010","2410010",121,"44580","Warren ISD","Warren","229904","4844580"
"4306.1","373","0013","3730013",187,"44580","Warren ISD","Warren","229904","4844580"
"6804","457","0001","4570001",229,"44580","Warren ISD","Warren","229904","4844580"
"6807.1","457","0006","4570006",229,"44580","Warren ISD","Warren","229904","4844580"
"6811","457","0014","4570014",229,"44580","Warren ISD","Warren","229904","4844580"
"6812.2","457","0015","4570015",229,"44580","Warren ISD","Warren","229904","4844580"
"8362.1","457","0004","4570004",229,"44580","Warren ISD","Warren","229904","4844580"
"8363.1","457","0016","4570016",229,"44580","Warren ISD","Warren","229904","4844580"
"2668","241","0011","2410011",121,"41340","Spurger ISD","Spurger","229905","4841340"
"2672.4","241","0010","2410010",121,"41340","Spurger ISD","Spurger","229905","4841340"
"2673","241","0013","2410013",121,"41340","Spurger ISD","Spurger","229905","4841340"
"6810","457","0013","4570013",229,"41340","Spurger ISD","Spurger","229905","4841340"
"6811.1","457","0014","4570014",229,"41340","Spurger ISD","Spurger","229905","4841340"
"6812.3","457","0015","4570015",229,"41340","Spurger ISD","Spurger","229905","4841340"
"1699","241","0006","2410006",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"1703.1","241","0014","2410014",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"1809.1","351","0008","3510008",176,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"2667.1","241","0012","2410012",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"2668.1","241","0011","2410011",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"2671.4","241","0015","2410015",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"2672.5","241","0010","2410010",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"2673.1","241","0013","2410013",121,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"3588.1","351","0015","3510015",176,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"3590.1","351","0016","3510016",176,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"3592.3","351","0009","3510009",176,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"6810.1","457","0013","4570013",229,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"6811.2","457","0014","4570014",229,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"6812.4","457","0015","4570015",229,"25710","Kirbyville Cons ISD","Kirbyville Cons","121905","4825710"
"1021.3","5","0017","50017",3,"24630","Jasper ISD","Jasper","121904","4824630"
"1696.2","241","0003","2410003",121,"24630","Jasper ISD","Jasper","121904","4824630"
"1697.2","241","0005","2410005",121,"24630","Jasper ISD","Jasper","121904","4824630"
"1698","241","0020","2410020",121,"24630","Jasper ISD","Jasper","121904","4824630"
"1699.1","241","0006","2410006",121,"24630","Jasper ISD","Jasper","121904","4824630"
"1700","241","0008","2410008",121,"24630","Jasper ISD","Jasper","121904","4824630"
"1701","241","0021","2410021",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2662","241","0001","2410001",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2663","241","0019","2410019",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2664","241","0002","2410002",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2665.2","241","0004","2410004",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2666.2","241","0007","2410007",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2667.2","241","0012","2410012",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2668.2","241","0011","2410011",121,"24630","Jasper ISD","Jasper","121904","4824630"
"2673.2","241","0013","2410013",121,"24630","Jasper ISD","Jasper","121904","4824630"
"3581.2","351","0006","3510006",176,"24630","Jasper ISD","Jasper","121904","4824630"
"3586.3","351","0004","3510004",176,"24630","Jasper ISD","Jasper","121904","4824630"
"3587.2","351","0020","3510020",176,"24630","Jasper ISD","Jasper","121904","4824630"
"3588.2","351","0015","3510015",176,"24630","Jasper ISD","Jasper","121904","4824630"
"4435.4","405","0009","4050009",203,"24630","Jasper ISD","Jasper","121904","4824630"
"6809","457","0011","4570011",229,"24630","Jasper ISD","Jasper","121904","4824630"
"6810.2","457","0013","4570013",229,"24630","Jasper ISD","Jasper","121904","4824630"
"8364","457","0010","4570010",229,"24630","Jasper ISD","Jasper","121904","4824630"
"8365","457","0009","4570009",229,"24630","Jasper ISD","Jasper","121904","4824630"
"1742","407","0007","4070007",204,"33690","Onalaska ISD","Onalaska","187910","4833690"
"4307","373","0005","3730005",187,"33690","Onalaska ISD","Onalaska","187910","4833690"
"4308","373","0017","3730017",187,"33690","Onalaska ISD","Onalaska","187910","4833690"
"4309","373","0006","3730006",187,"33690","Onalaska ISD","Onalaska","187910","4833690"
"5467","373","0021","3730021",187,"33690","Onalaska ISD","Onalaska","187910","4833690"
"5949.1","455","0001","4550001",228,"33690","Onalaska ISD","Onalaska","187910","4833690"
"7480.1","455","0002","4550002",228,"33690","Onalaska ISD","Onalaska","187910","4833690"
"7485","455","0003","4550003",228,"33690","Onalaska ISD","Onalaska","187910","4833690"
"5460","373","0015","3730015",187,"21090","Goodrich ISD","Goodrich","187903","4821090"
"5461","373","0002","3730002",187,"21090","Goodrich ISD","Goodrich","187903","4821090"
"5462","373","0003","3730003",187,"21090","Goodrich ISD","Goodrich","187903","4821090"
"5463","373","0020","3730020",187,"21090","Goodrich ISD","Goodrich","187903","4821090"
"5464","373","0004","3730004",187,"21090","Goodrich ISD","Goodrich","187903","4821090"
"5465","373","0016","3730016",187,"21090","Goodrich ISD","Goodrich","187903","4821090"
"6404","407","0001","4070001",204,"21090","Goodrich ISD","Goodrich","187903","4821090"
"6405.2","407","0002","4070002",204,"21090","Goodrich ISD","Goodrich","187903","4821090"
"2429.1","199","0007","1990007",100,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"2440","199","0005","1990005",100,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"2441.2","199","0008","1990008",100,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"3398.1","291","0001","2910001",146,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"4306.2","373","0013","3730013",187,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"4311","373","0008","3730008",187,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"4313","373","0012","3730012",187,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"4314","373","0014","3730014",187,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"5459.1","373","0001","3730001",187,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"5460.1","373","0015","3730015",187,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"6804.1","457","0001","4570001",229,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"8362.2","457","0004","4570004",229,"10170","Big Sandy ISD (Polk)","Big Sandy (Polk)","187901","4810170"
"4979.1","407","0010","4070010",204,"40020","Shepherd ISD","Shepherd","204904","4840020"
"4980.1","407","0013","4070013",204,"40020","Shepherd ISD","Shepherd","204904","4840020"
"5461.1","373","0002","3730002",187,"40020","Shepherd ISD","Shepherd","204904","4840020"
"5462.1","373","0003","3730003",187,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6242.1","291","0016","2910016",146,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6244.2","291","0008","2910008",146,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6248.1","291","0012","2910012",146,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6249.2","291","0020","2910020",146,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6404.1","407","0001","4070001",204,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6405.3","407","0002","4070002",204,"40020","Shepherd ISD","Shepherd","204904","4840020"
"6406","407","0004","4070004",204,"40020","Shepherd ISD","Shepherd","204904","4840020"
"7690.5","407","0005","4070005",204,"40020","Shepherd ISD","Shepherd","204904","4840020"
"715.1","455","0014","4550014",228,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"1742.1","407","0007","4070007",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"3906.2","455","0021","4550021",228,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4307.1","373","0005","3730005",187,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4308.1","373","0017","3730017",187,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4309.1","373","0006","3730006",187,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4437.2","407","0003","4070003",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4438.2","407","0008","4070008",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4658.4","471","0304","4710304",236,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4659.2","471","0403","4710403",236,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4661.1","471","0303","4710303",236,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4979.2","407","0010","4070010",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"4980.2","407","0013","4070013",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"5462.2","373","0003","3730003",187,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"5464.1","373","0004","3730004",187,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"6404.2","407","0001","4070001",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"6405.4","407","0002","4070002",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"6406.1","407","0004","4070004",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"7480.2","455","0002","4550002",228,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"7485.1","455","0003","4550003",228,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"7689.3","407","0014","4070014",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"7690.6","407","0005","4070005",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"7699.5","471","0404","4710404",236,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"8361.1","455","0011","4550011",228,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"8448.3","339","0008","3390008",170,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"8764","407","0006","4070006",204,"14520","Coldspring-Oakhurst Cons ISD","Coldspring-Oakhurst Cons","204901","4814520"
"25.3","5","0015","50015",3,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"2884","373","0010","3730010",187,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"5949.2","455","0001","4550001",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"6803.2","455","0018","4550018",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"7479.3","455","0009","4550009",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"7483","455","0020","4550020",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"7484.2","455","0010","4550010",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"7489.1","455","0015","4550015",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
"7490.2","455","0008","4550008",228,"13380","Centerville ISD (Trinity)","Centerville (Trinity)","228904","4813380"
