"","precinct","party","votes"
"4237","3550084","D",192
"4238","3550085","D",159
"4239","3550086","D",180
"4240","3550087","D",409
"4241","3550088","D",645
"4242","3550089","D",159
"4243","3550090","D",207
"4244","3550091","D",774
"4245","3550092A","D",491
"4246","3550092B","D",23
"4247","3550093","D",825
"4248","3550094","D",526
"4249","3550095","D",238
"4250","3550096","D",228
"4251","3550097","D",285
"4252","3550098","D",642
"4253","3550099","D",174
"4254","3550100","D",291
"4255","3550101","D",717
"4256","3550102","D",374
"4257","3550103","D",384
"4258","3550104","D",305
"4259","3550105","D",420
"4260","3550106","D",672
"4261","3550107","D",684
"4262","3550108","D",217
"4263","3550109","D",149
"4264","3550110","D",266
"4265","3550111","D",217
"4266","3550112","D",645
"4267","3550113","D",152
"4268","3550114","D",154
"4269","3550115","D",451
"4270","3550116","D",1095
"4271","3550117","D",446
"4272","3550118","D",792
"4273","3550119","D",721
"4274","3550120","D",501
"4275","3550121","D",432
"4276","3550122","D",557
"4277","3550123","D",372
"4278","3550124","D",805
"4279","3550125","D",1174
"4280","3550126","D",501
"4281","3550127","D",209
"4282","3650001","D",204
"4283","3650002","D",245
"4284","3650003","D",172
"4285","3650005","D",24
"4286","3650007","D",88
"4287","3650008","D",23
"4288","3650009","D",74
"4289","3650010","D",53
"4290","3650012","D",14
"4291","3650013","D",50
"4292","3650014","D",27
"4293","3650018","D",184
"4294","3650019","D",9
"4295","3650020","D",6
"4296","3650022","D",107
"4297","3650026","D",36
"4298","3650027","D",281
"4299","3650028","D",181
"4300","3650029","D",13
"4301","3670100","D",342
"4302","3670105","D",140
"4303","3670110","D",156
"4304","3670111","D",82
"4305","3670115","D",183
"4306","3670120","D",133
"4307","3670125","D",141
"4308","3670130","D",242
"4309","3670135","D",109
"4310","3670140","D",61
"4311","3670200","D",176
"4312","3670205","D",184
"4313","3670210","D",103
"4314","3670215","D",214
"4315","3670220","D",37
"4316","3670225","D",87
"4317","3670230","D",107
"4318","3670235","D",65
"4319","3670240","D",83
"4320","3670245","D",116
"4321","3670250","D",115
"4322","3670255","D",146
"4323","3670300","D",203
"4324","3670305","D",216
"4325","3670310","D",170
"4326","3670315","D",343
"4327","3670320","D",115
"4328","3670325","D",113
"4329","3670330","D",129
"4330","3670335","D",178
"4331","3670340","D",26
"4332","3670345","D",154
"4333","3670350","D",179
"4334","3670400","D",309
"4335","3670405A","D",229
"4336","3670405B","D",20
"4337","3670410","D",173
"4338","3670415","D",175
"4339","3670420","D",117
"4340","3670425","D",108
"4341","3670430","D",168
"4342","3670435","D",205
"4343","3670440","D",244
"4344","3670445","D",131
"4345","3670450","D",197
"4346","3710001","D",420
"4347","3710002","D",493
"4348","3710003","D",36
"4349","3710004","D",130
"4350","3710005","D",8
"4351","3710006","D",27
"4352","3710007","D",399
"4353","3710009","D",38
"4354","3710010","D",208
"4355","3770001","D",105
"4356","3770002","D",162
"4357","3770003","D",24
"4358","3770004","D",285
"4359","3770005","D",165
"4360","3770006","D",6
"4361","3770007","D",569
"4362","3830001","D",46
"4363","3830002","D",47
"4364","3830003A","D",44
"4365","3830003B","D",1
"4366","3830004","D",43
"4367","3850001","D",48
"4368","3850002","D",54
"4369","3850003","D",52
"4370","3850004","D",15
"4371","3850006","D",16
"4372","3850007","D",2
"4373","3890001","D",120
"4374","3890002","D",232
"4375","3890003","D",237
"4376","3890004","D",13
"4377","3890005","D",121
"4378","3890006","D",42
"4379","3890007","D",192
"4380","3890008","D",107
"4381","3890010","D",229
"4382","3890011","D",236
"4383","3890012","D",232
"4384","390001","D",688
"4385","390002","D",588
"4386","390003","D",574
"4387","390004","D",448
"4388","390005","D",303
"4389","390006","D",117
"4390","390007","D",623
"4391","390008","D",121
"4392","390009","D",141
"4393","390010","D",65
"4394","390011","D",458
"4395","390012","D",660
"4396","390013","D",915
"4397","390014","D",681
"4398","390015","D",152
"4399","390016","D",632
"4400","390017","D",662
"4401","390019","D",479
"4402","390020","D",192
"4403","390021","D",1100
"4404","390022","D",458
"4405","390023","D",645
"4406","390024","D",586
"4407","390025","D",265
"4408","390026","D",832
"4409","390027","D",639
"4410","390028","D",1192
"4411","390029","D",1125
"4412","390030","D",279
"4413","390031","D",108
"4414","390032","D",345
"4415","390033","D",361
"4416","390034","D",558
"4417","390035","D",151
"4418","390036","D",870
"4419","390038","D",94
"4420","390039","D",637
"4421","390040","D",809
"4422","390042","D",118
"4423","390043","D",664
"4424","390044","D",1793
"4425","390045","D",495
"4426","390046","D",378
"4427","390047","D",564
"4428","390048","D",491
"4429","390049","D",106
"4430","390050","D",2389
"4431","390051","D",485
"4432","390052","D",478
"4433","390053","D",698
"4434","390054","D",1036
"4435","390055","D",525
"4436","390056","D",741
"4437","390057","D",361
"4438","390058","D",578
"4439","390059","D",2018
"4440","390060","D",1379
"4441","390061","D",866
"4442","390062","D",1319
"4443","390063","D",1525
"4444","390064","D",2
"4445","390067","D",1457
"4446","390068","D",837
"4447","3910001","D",128
"4448","3910002","D",136
"4449","3910003","D",115
"4450","3910004","D",157
"4451","391001A","D",180
"4452","391002A","D",13
"4453","391002B","D",63
"4454","391003A","D",115
"4455","391004A","D",98
"4456","391004B","D",32
"4457","3950001","D",313
"4458","3950002","D",285
"4459","3950003","D",34
"4460","3950004","D",39
"4461","3950005","D",195
"4462","3950006","D",152
"4463","3950007","D",19
"4464","3950008","D",22
"4465","3950011","D",120
"4466","3950013","D",8
"4467","3950016","D",12
"4468","3950018","D",7
"4469","3950019","D",39
"4470","3950022","D",574
"4471","3950023","D",181
"4472","4010111","D",91
"4473","4010112","D",178
"4474","4010113","D",329
"4475","4010114","D",151
"4476","4010201","D",92
"4477","4010212","D",83
"4478","4010213","D",186
"4479","4010214","D",328
"4480","4010215","D",321
"4481","4010302","D",273
"4482","4010303","D",327
"4483","4010314A","D",63
"4484","4010314B","D",6
"4485","4010315","D",37
"4486","4010316","D",37
"4487","4010317","D",170
"4488","4010318","D",138
"4489","4010319","D",93
"4490","4010404","D",164
"4491","4010405","D",127
"4492","4010416","D",74
"4493","4010417","D",165
"4494","4010418","D",224
"4495","4030001","D",135
"4496","4030002","D",85
"4497","4030003","D",86
"4498","4030004","D",25
"4499","4030005","D",85
"4500","4030006","D",114
"4501","4030007","D",46
"4502","4030008","D",30
"4503","4050001","D",219
"4504","4050002","D",90
"4505","4050003","D",50
"4506","4050004","D",67
"4507","4050005","D",36
"4508","4050006","D",29
"4509","4050007","D",33
"4510","4050008","D",27
"4511","4050009","D",66
"4512","4050010","D",27
"4513","4050011","D",224
"4514","4090101","D",130
"4515","4090102","D",621
"4516","4090103","D",49
"4517","4090104","D",295
"4518","4090105","D",627
"4519","4090106","D",256
"4520","4090107","D",49
"4521","4090108","D",591
"4522","4090109","D",400
"4523","4090110","D",416
"4524","4090111","D",6
"4525","4090112","D",485
"4526","4090113","D",395
"4527","4090114","D",246
"4528","4090115","D",515
"4529","4090116","D",547
"4530","4090117","D",112
"4531","4090118","D",724
"4532","4090119","D",195
"4533","4090120","D",106
"4534","4090121","D",358
"4535","4090122","D",155
"4536","4090123","D",25
"4537","4090124","D",863
"4538","4090125","D",6
"4539","410001","D",179
"4540","410002","D",630
"4541","410003","D",167
"4542","410004","D",590
"4543","410005","D",166
"4544","410006","D",91
"4545","410007","D",107
"4546","410008","D",391
"4547","410009","D",281
"4548","410010","D",527
"4549","410011","D",609
"4550","410012","D",774
"4551","410013","D",421
"4552","410014","D",641
"4553","410015","D",478
"4554","410016","D",320
"4555","410017","D",687
"4556","410018","D",178
"4557","410019","D",67
"4558","410020","D",671
"4559","410021","D",290
"4560","410022","D",74
"4561","410023","D",13
"4562","410024","D",479
"4563","410025","D",364
"4564","410026","D",385
"4565","410027","D",251
"4566","410028","D",13
"4567","410029","D",120
"4568","410030","D",534
"4569","410031","D",891
"4570","410032","D",0
"4571","410033","D",297
"4572","410034","D",1021
"4573","410035","D",1027
"4574","410036","D",650
"4575","410037","D",10
"4576","410038","D",115
"4577","410039","D",879
"4578","410040","D",892
"4579","410041","D",620
"4580","410042","D",0
"4581","410043","D",12
"4582","410044","D",14
"4583","410045","D",20
"4584","410046","D",45
"4585","410047","D",92
"4586","410048","D",22
"4587","410049","D",66
"4588","410052","D",2
"4589","410053","D",0
"4590","410056","D",0
"4591","410057","D",68
"4592","410058","D",111
"4593","410059","D",1
"4594","410060","D",3
"4595","410061","D",6
"4596","410062","D",0
"4597","410063","D",627
"4598","410064","D",0
"4599","410065","D",15
"4600","410067","D",45
"4601","410068","D",0
"4602","410069","D",540
"4603","410070","D",120
"4604","410071","D",11
"4605","410072","D",5
"4606","410074","D",90
"4607","410077","D",81
"4608","410078","D",12
"4609","410079","D",23
"4610","410080","D",405
"4611","410081","D",14
"4612","410082","D",36
"4613","410083","D",0
"4614","4130001","D",74
"4615","4130002","D",62
"4616","4130003","D",39
"4617","4130004","D",46
"4618","4190002","D",38
"4619","4190003","D",16
"4620","4190004","D",96
"4621","4190005","D",113
"4622","4190006","D",49
"4623","4190007","D",149
"4624","4190008","D",194
"4625","419001N","D",110
"4626","419001S","D",196
"4627","419001W","D",34
"4628","419009N","D",131
"4629","419009S","D",101
"4630","41901SE","D",378
"4631","41901SW","D",92
"4632","4230001","D",108
"4633","4230002","D",246
"4634","4230003","D",307
"4635","4230004","D",371
"4636","4230005","D",289
"4637","4230006","D",95
"4638","4230007","D",238
"4639","4230008","D",186
"4640","4230009","D",94
"4641","4230010","D",854
"4642","4230011","D",676
"4643","4230012","D",706
"4644","4230013","D",747
"4645","4230014","D",317
"4646","4230015","D",308
"4647","4230016","D",539
"4648","4230017","D",44
"4649","4230018","D",667
"4650","4230019","D",369
"4651","4230020","D",139
"4652","4230021","D",196
"4653","4230022","D",77
"4654","4230023","D",349
"4655","4230025","D",256
"4656","4230026","D",223
"4657","4230027","D",274
"4658","4230028","D",323
"4659","4230029","D",232
"4660","4230030","D",308
"4661","4230031","D",286
"4662","4230032","D",318
"4663","4230034","D",450
"4664","4230035","D",747
"4665","4230036","D",1050
"4666","4230037","D",151
"4667","4230038","D",398
"4668","4230039","D",140
"4669","4230040","D",452
"4670","4230041","D",282
"4671","4230042","D",395
"4672","4230043","D",142
"4673","4230044","D",740
"4674","4230045","D",70
"4675","4230046","D",186
"4676","4230047","D",84
"4677","4230048","D",76
"4678","4230049","D",77
"4679","4230050","D",283
"4680","4230052","D",175
"4681","4230054","D",449
"4682","4230055","D",778
"4683","4230056","D",393
"4684","4230058","D",358
"4685","4230059","D",383
"4686","4230060","D",145
"4687","4230061","D",440
"4688","4230063","D",36
"4689","4230064","D",38
"4690","4230065","D",44
"4691","4230066","D",162
"4692","4230070","D",75
"4693","4230071","D",418
"4694","4230072","D",46
"4695","4230073","D",129
"4696","4230074","D",19
"4697","4230075","D",203
"4698","4230076","D",189
"4699","4230077","D",88
"4700","4230078","D",15
"4701","4230079","D",403
"4702","4230080","D",1
"4703","4230081","D",84
"4704","4230082","D",12
"4705","4250001","D",99
"4706","4250002","D",155
"4707","4250003","D",153
"4708","4250004","D",110
"4709","4270001","D",1016
"4710","4270002","D",1271
"4711","4270003","D",476
"4712","4270004","D",261
"4713","4270005","D",47
"4714","4270006","D",1894
"4715","4270007","D",279
"4716","4270008","D",924
"4717","4270009","D",1083
"4718","4270010","D",1615
"4719","430001","D",560
"4720","430002","D",405
"4721","430003","D",110
"4722","430004","D",515
"4723","430005","D",50
"4724","430006","D",204
"4725","430007","D",57
"4726","430008","D",343
"4727","4350101","D",101
"4728","4350201","D",46
"4729","4350301","D",81
"4730","4350401","D",87
"4731","4391001","D",358
"4732","4391004","D",553
"4733","4391005","D",323
"4734","4391008","D",134
"4735","4391009","D",242
"4736","4391010","D",147
"4737","4391011","D",334
"4738","4391012","D",765
"4739","4391013","D",1093
"4740","4391014","D",132
"4741","4391015","D",287
"4742","4391019","D",235
"4743","4391021","D",452
"4744","4391022","D",247
"4745","4391023","D",1059
"4746","4391024","D",557
"4747","4391025","D",752
"4748","4391034","D",371
"4749","4391056","D",180
"4750","4391059","D",222
"4751","4391061","D",109
"4752","4391062","D",10
"4753","4391064","D",0
"4754","4391066","D",293
"4755","4391071","D",667
"4756","4391074","D",284
"4757","4391075","D",357
"4758","4391076","D",305
"4759","4391078","D",382
"4760","4391079","D",503
"4761","4391080","D",532
"4762","4391081","D",108
"4763","4391082","D",172
"4764","4391083","D",317
"4765","4391084","D",0
"4766","4391085","D",214
"4767","4391088","D",460
"4768","4391089","D",647
"4769","4391090","D",628
"4770","4391094","D",465
"4771","4391095","D",134
"4772","4391098","D",680
"4773","4391099","D",255
"4774","4391103","D",238
"4775","4391104","D",1273
"4776","4391105","D",370
"4777","4391106","D",1057
"4778","4391108","D",373
"4779","4391109","D",273
"4780","4391111","D",213
"4781","4391117","D",414
"4782","4391119","D",1479
"4783","4391120","D",1221
"4784","4391126","D",728
"4785","4391127","D",768
"4786","4391132","D",760
"4787","4391133","D",443
"4788","4391142","D",294
"4789","4391146","D",872
"4790","4391149","D",1010
"4791","4391150","D",599
"4792","4391151","D",380
"4793","4391153","D",892
"4794","4391154","D",237
"4795","4391165","D",55
"4796","4391167","D",374
"4797","4391170","D",905
"4798","4391175","D",392
"4799","4391184","D",246
"4800","4391186","D",96
"4801","4391188","D",275
"4802","4391189","D",619
"4803","4391197","D",1508
"4804","4391198","D",111
"4805","4391199","D",90
"4806","4391206","D",402
"4807","4391207","D",649
"4808","4391208","D",636
"4809","4391211","D",1005
"4810","4391227","D",1696
"4811","4391236","D",183
"4812","4391237","D",237
"4813","4391238","D",922
"4814","4391241","D",75
"4815","4391244","D",25
"4816","4391251","D",1446
"4817","4391255","D",1169
"4818","4391257","D",499
"4819","4391264","D",378
"4820","4391265","D",672
"4821","4391270","D",146
"4822","4391271","D",744
"4823","4391273","D",627
"4824","4391277A","D",444
"4825","4391277B","D",0
"4826","4391278","D",977
"4827","4391279","D",890
"4828","4391291","D",1130
"4829","4391292","D",614
"4830","4391293","D",597
"4831","4391294","D",825
"4832","4391295","D",315
"4833","4391296","D",562
"4834","4391297","D",1326
"4835","4391298","D",531
"4836","4391300","D",779
"4837","4391301","D",895
"4838","4391311","D",861
"4839","4391337","D",330
"4840","4391339","D",556
"4841","4391345","D",91
"4842","4391346","D",500
"4843","4391347","D",1357
"4844","4391348","D",78
"4845","4391351","D",0
"4846","4391352","D",104
"4847","4391366","D",0
"4848","4391376","D",1
"4849","4391377","D",1001
"4850","4391378","D",1379
"4851","4391380","D",473
"4852","4391382","D",987
"4853","4391388","D",1036
"4854","4391394","D",0
"4855","4391404","D",10
"4856","4391407","D",22
"4857","4391408","D",62
"4858","4391412","D",0
"4859","4391414","D",16
"4860","4391415","D",571
"4861","4391416","D",33
"4862","4391418","D",0
"4863","4391420","D",0
"4864","4391423","D",360
"4865","4391424","D",0
"4866","4391427","D",3
"4867","4391430","D",2
"4868","4391431","D",259
"4869","4391434","D",0
"4870","4391436","D",239
"4871","4391437","D",229
