,CNTY,COLOR_left,PREC,PCTKEY,cntykey,Shape_area_left,Shape_len_left,index_right,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR_right,Shape_area_right,Shape_len_right,percentInSchool
7751,505,5,0001,5050001,253,557757269.633,104092.155133,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,20.334027239075297
7960,505,7,0002,5050002,253,690299974.652,177909.487336,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,25.166105852728503
7961,505,1,0004,5050004,253,277348764.63,113330.738267,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,10.111239497459481
8451,479,5,0136,4790136,240,640677366.426,106610.184916,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,0.0
8460,505,1,0003,5050003,253,142235096.245,61692.2879682,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,5.185431869517706
8461,505,6,002A,505002A,253,607063296.155,125486.756377,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,22.131565596115752
8462,505,7,001B,505001B,253,342784905.106,103829.246863,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,12.49682967318026
8660,479,2,0154,4790154,240,725045862.713,140935.874641,584,46710,Zapata County ISD,Zapata County,253901,253-901,253901,4846710,1,2742974931.01,238439.513053,0.0
2837,507,1,001A,507001A,254,550874413.512,114831.864286,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,0.6900894952555767
2838,507,5,004A,507004A,254,548541948.833,112976.649573,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,4.332936507011011
2839,507,3,0004,5070004,254,813634247.998,135078.931557,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,94.97649487618872
3763,507,4,0001,5070001,254,1383826759.14,202037.268218,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,0.0004791215446566995
6184,271,6,0004,2710004,136,792052537.647,122948.560097,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,0.0
6816,463,2,0013,4630013,232,646472174.524,129550.470403,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,0.0
8558,323,7,004B,323004B,162,1203721523.69,187170.451748,182,26250,La Pryor ISD,La Pryor,254902,254-902,254902,4826250,4,794927996.767,157421.061809,0.0
2851,269,1,0002,2690002,135,776072508.331,159248.11711,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
4008,23,6,0001,230001,12,503403941.233,136226.256708,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
5336,155,5,0101,1550101,78,552635382.52,140330.200224,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
6202,275,4,0302,2750302,138,664150452.738,172442.105346,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,49.21744641468805
6203,275,1,0101,2750101,138,271468944.679,122653.736997,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
6204,275,5,0301,2750301,138,42526751.7948,48233.9075727,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
6205,275,7,0401,2750401,138,269747257.929,85385.1804955,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
8535,275,6,0202,2750202,138,134447073.408,80632.8519251,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,3.836884076818539
8536,275,3,0201,2750201,138,827858110.687,176705.33117,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,46.94566950849362
8587,269,2,0003,2690003,135,724208889.459,157578.600885,529,09980,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,4,1054510119.22,251107.577761,0.0
2853,279,3,0009,2790009,140,301463659.896,93082.2638472,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,0.0
2895,17,4,0004,170004,9,521930802.176,102599.966601,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,27.59756318293438
3544,17,1,0002,170002,9,647325567.403,113586.030842,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,1.434506851447553
3545,17,3,0001,170001,9,367170074.353,102243.598394,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,2.129017628374085
3781,279,2,0004,2790004,140,257134062.226,82250.6960077,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,10.036131105204882
3782,279,6,0011,2790011,140,257867371.523,68070.6546083,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,15.814672638537965
4774,79,7,0101,790101,40,252538829.92,91845.3541776,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,0.0
5521,17,6,0003,170003,9,603047024.998,162109.238398,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,30.565677068533546
6212,279,1,0003,2790003,140,432342369.848,112298.429768,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,8.859087621979702
7501,79,2,0404,790404,40,381282333.877,94201.9321058,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,3.5633439029876555
7618,219,1,0033,2190033,110,300127601.17,72784.0482085,495,41760,Sudan ISD,Sudan,140908,140-908,140908,4841760,6,1511822106.22,251608.748233,0.0
2855,301,5,0004,3010004,151,727873879.946,118975.321751,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,25.235793694451164
2892,495,1,0101,4950101,248,880456831.257,167176.099345,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,9.753525969509367
2893,495,7,0301,4950301,248,580552538.119,142104.133112,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,7.111076235811782
3415,301,2,0003,3010003,151,739485668.404,148665.064109,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,25.638380881620566
3416,301,3,0001,3010001,151,61506387.0626,61074.5616004,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,2.1324607704261878
3417,301,7,0002,3010002,151,216565878.925,78540.2023803,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,7.508459902713994
4370,389,4,0008,3890008,195,1578582955.83,267233.41037,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,0.0
4671,475,2,001W,475001W,238,634212128.831,163515.918063,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,0.0
4793,135,4,0109,1350109,68,1247439262.91,166425.820421,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,0.0
7700,475,7,0002,4750002,238,240069725.908,83550.7901731,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,0.0
7779,475,4,001E,475001E,238,91527401.7993,70651.7197202,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,0.0
7784,495,3,0401,4950401,248,332518389.043,112772.771372,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,9.920787386240137
7785,495,6,0202,4950202,248,370938238.411,83886.3404436,361,46170,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,6,2884291608.81,352747.238211,12.699515159226674
2856,305,3,0004,3050004,153,229716808.534,74328.0457847,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,1.8087066225221475
3429,305,6,0013,3050013,153,111127166.765,44642.6187746,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,2.5459116626101395
3430,305,5,0008,3050008,153,151948450.215,66558.1015872,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,0.25370155268186806
3431,305,2,0010,3050010,153,144422546.465,53992.7036685,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,1.1092491271305989
6654,445,1,0101,4450101,223,564167839.352,105995.354456,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,1.1369013931664789
6657,445,3,0201,4450201,223,125398567.189,59590.511727,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,1.6978853397239333
6659,445,4,0202,4450202,223,340645014.841,80195.8895919,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,0.3955253938835197
7035,169,3,0002,1690002,85,359276271.167,85341.4046631,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,0.0
7793,305,4,0001,3050001,153,157012122.95,58049.7128621,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,16.722113332008586
8539,305,1,0005,3050005,153,226704177.164,69189.9577406,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,8.366272807014814
8540,305,5,0003,3050003,153,242044067.801,68999.5411603,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,1.948436430765504
8541,305,7,0012,3050012,153,226768684.447,76197.9255373,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,20.648610722943666
8542,305,2,0014,3050014,153,4219456.86858,10716.4307759,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,0.44938081614385517
8543,305,6,0006,3050006,153,144037309.622,55821.6033921,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,8.159341513109718
8544,305,2,0009,3050009,153,270579296.845,86367.8348541,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,26.15959200704645
8545,305,7,0007,3050007,153,101139669.861,41347.1397408,34,42090,Tahoka ISD,Tahoka,153904,153-904,153904,4842090,3,938949042.104,189382.444094,8.598371279248733
2856,305,3,0004,3050004,153,229716808.534,74328.0457847,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,60.86223890575837
2857,305,5,0011,3050011,153,96494203.0266,41367.3370523,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,27.606559962333645
2973,303,1,0120,3030120,152,126389372.161,55368.5324327,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,0.0
3423,303,1,0034,3030034,152,77075856.4445,40423.5725932,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,0.0
3429,305,6,0013,3050013,153,111127166.765,44642.6187746,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,9.887571703483859
3783,303,7,0033,3030033,152,78747898.9188,43834.1738553,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,0.0
3997,303,4,0155,3030155,152,75738969.9462,46216.5571041,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,0.0
6098,219,7,0014,2190014,110,243101563.242,67372.495258,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,0.0
6659,445,4,0202,4450202,223,340645014.841,80195.8895919,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,0.0
8544,305,2,0009,3050009,153,270579296.845,86367.8348541,774,32490,New Home ISD,New Home,153905,153-905,153905,4832490,4,349533600.558,84344.9326585,1.6436294284240858
2892,495,1,0101,4950101,248,880456831.257,167176.099345,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,58.108435315087746
2893,495,7,0301,4950301,248,580552538.119,142104.133112,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,36.41358792941899
2894,495,4,0201,4950201,248,5460452.43553,12604.1168198,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,0.5295925738801034
3534,3,3,0004,30004,2,1006280895.96,149877.78261,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,0.0
4793,135,4,0109,1350109,68,1247439262.91,166425.820421,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,0.0
7784,495,3,0401,4950401,248,332518389.043,112772.771372,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,4.497667606479116
7785,495,6,0202,4950202,248,370938238.411,83886.3404436,360,25560,Kermit ISD,Kermit,248901,248-901,248901,4825560,4,1031066654.79,155547.541483,0.4507165751340033
2895,17,4,0004,170004,9,521930802.176,102599.966601,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,0.0
4774,79,7,0101,790101,40,252538829.92,91845.3541776,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,35.37021550954959
4775,79,1,0306,790306,40,1835176.0157,8838.01191825,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,0.307835813218464
4776,79,4,0303,790303,40,720736717.814,132768.110679,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,15.264236324614119
5521,17,6,0003,170003,9,603047024.998,162109.238398,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,0.0
6969,79,3,0202,790202,40,646487765.657,110560.009861,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,2.6091727774941242
7501,79,2,0404,790404,40,381282333.877,94201.9321058,347,31470,Morton ISD,Morton,40901,040-901,040901,4831470,2,596154162.997,151976.688545,46.44853957512359
2895,17,4,0004,170004,9,521930802.176,102599.966601,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,8.64922639611329
3544,17,1,0002,170002,9,647325567.403,113586.030842,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,45.01785522707872
3545,17,3,0001,170001,9,367170074.353,102243.598394,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,27.671572166963337
3781,279,2,0004,2790004,140,257134062.226,82250.6960077,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,0.0
5447,369,6,0401,3690401,185,439867087.709,95337.6547647,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,0.0
5453,369,6,0301,3690301,185,193544480.417,71673.066109,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,0.0
5454,369,2,0302,3690302,185,306317595.701,76671.1172928,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,0.0
5521,17,6,0003,170003,9,603047024.998,162109.238398,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,11.64316229174541
6212,279,1,0003,2790003,140,432342369.848,112298.429768,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,6.972833340639428
6214,279,3,0012,2790012,140,162223769.489,78680.2012261,494,31890,Muleshoe ISD,Muleshoe,9901,009-901,009901,4831890,7,1210567701.69,186719.714577,0.04535057746006939
2906,499,6,02-1,49902-1,250,51165839.9187,48660.5942287,310,22770,Hawkins ISD,Hawkins,250902,250-902,250902,4822770,3,271450610.576,103804.909578,0.4125259064850261
7161,423,5,0005,4230005,212,203926028.349,97269.8592865,310,22770,Hawkins ISD,Hawkins,250902,250-902,250902,4822770,3,271450610.576,103804.909578,7.243375339502105e-11
7164,423,7,0047,4230047,212,62141510.7912,55895.9044841,310,22770,Hawkins ISD,Hawkins,250902,250-902,250902,4822770,3,271450610.576,103804.909578,0.0
7747,499,2,03-3,49903-3,250,272214994.203,102707.294158,310,22770,Hawkins ISD,Hawkins,250902,250-902,250902,4822770,3,271450610.576,103804.909578,87.37187303386187
7748,499,1,03-2,49903-2,250,165707846.157,87934.5454178,310,22770,Hawkins ISD,Hawkins,250902,250-902,250902,4822770,3,271450610.576,103804.909578,12.215601059580523
2957,479,2,0252,4790252,240,1994099.37222,7568.25121256,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,0.0
3961,479,3,0164,4790164,240,667550.076855,3657.98053743,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,1.912432152259865
3962,479,7,0266,4790266,240,2471735.88528,7638.75382599,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,0.0
3965,479,5,0361,4790361,240,743341.506092,4601.88436143,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,0.0
3966,479,6,0362,4790362,240,443707.001106,3918.85941183,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,1.2667508676884889
3967,479,5,0363,4790363,240,479129.067134,3318.81382941,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,1.3778419358078027
3968,479,1,0465,4790465,240,639524.234483,4336.10435505,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,1.8168911411510933
4679,479,6,0130,4790130,240,2440051.38349,6322.14133085,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,7.016909121797169
4680,479,7,0132,4790132,240,16791581.1459,28098.7449167,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,0.002771401919771462
4682,479,4,0133,4790133,240,5864698.82194,10895.6966793,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,0.018068214309639754
4684,479,7,0310,4790310,240,323027.249102,2352.52481464,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,0.9092034693678175
4685,479,7,0312,4790312,240,694398.591684,3653.45911727,585,26790,Laredo ISD,Laredo,240901,240-901,240901,4826790,3,34773877.5169,30167.7518433,1.9968972150039814
